published_at,source_id,source_name,title,manual_label,manual_reason,rule_label,rule_score,rule_agrees,summary_excerpt,attachment_count,link_count,url
2026-06-30,student_notice,学工通知,关于组织参加“校园大使走进吴江开发区”产教融合研学活动的通知,keep,学生可报名参加的研学活动,keep,3,True,为深化产教融合协同育人，帮助同学们直观了解产业发展趋势与岗位能力需求，拓宽就业视野与成长路径，我院拟组织学生参与“校园大使走进吴江开发区”暑期研学活动。活动以沉浸式、实景化体验为核心，落地“三个一”成...,0,1,https://eis.whu.edu.cn/info/1411/8381.htm
2026-06-17,general_notice,综合通知,关于召开全院教职工大会的通知,filter,全院教职工会议，与本科生无直接行动关系,filter,-10,True,全院教职工：学院定于2026年6月24日（周三）下午2:30在于刚·宋晓楼A712智莱报告厅召开全院教职工大会，会议主要内容如下：1. 布置学院近期重要工作；2. 试用期满干部考核；请于6月24日（周三）下午2:15开始签到入场，...,0,0,https://eis.whu.edu.cn/info/1261/35981.htm
2026-06-17,academic_lecture,学术讲座,学术讲座公告---“博学”讲座系列 第二期,keep,讲座预告包含未来时间、地点和报告主题，属于可参加事项,keep,5,True,报告题目（一）：激光雷达探测研究大气金属层报告时间：2026年6月18日15:00-16:15报告地点：武汉大学电子信息学院（于刚宋晓楼）B606会议室报告人：杨国韬 研究员邀请人：魏儒义 教授 报告摘要：中层顶区域（大...,0,0,https://eis.whu.edu.cn/info/2471/54031.htm
2026-06-16,student_activity,学生活动,电子信息学院2026届毕业生“我心中的好导师”,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,,0,0,https://eis.whu.edu.cn/info/1421/14071.htm
2026-06-16,student_activity,学生活动,电子信息学院2026届“电信骄子”,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,,0,0,https://eis.whu.edu.cn/info/1421/14061.htm
2026-06-16,student_notice,学工通知,电子信息学院关于2026年学生端午节放假安排的通知,keep,重要本科生教学与假期安排,keep,3,True,全院学生： 根据学校《关于2026年端午节期间教学安排调整的通知》，现将2026年端午节期间放假安排及相关通知如下： 一、时间安排 2026年端午节6月19日（周五）至21日（周日）放假，共3天。现将2026年端午节期间教学安...,0,0,https://eis.whu.edu.cn/info/1411/8371.htm
2026-06-15,student_activity,学生活动,逐梦新征程 韶华再出发｜电子信息学院2026届毕业生共上最后一堂课,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,6月15日上午10时，我院2026届毕业生最后一堂课活动在7楼报告厅举办。学院党委书记李德识、院长郑国兴、院党委副书记李海波、副院长万显荣、副院长江昊、副院长马跃、优秀院友王运盛、学生工作办公室相关老师以及2026...,0,0,https://eis.whu.edu.cn/info/1421/14051.htm
2026-06-15,student_notice,学工通知,关于召开共青团武汉大学电子信息学院第二十次代表大会的通知,keep,各团支部需选举学生代表并提交材料，存在明确行动,keep,0,True,各团支部：经共青团武汉大学电子信息学院第十九届委员会第九次全体会议研究决定，并报院党委和校团委批准，共青团武汉大学电子信息学院第二十次代表大会拟于2026年7月上旬召开。现将有关事项通知如下：一、大会指导思想共青团武汉大学电子信息学院第二十次代表大会的指导思想是：高举中国特色社会主义伟大旗帜，以马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会主义思想为指导，...,0,0,https://eis.whu.edu.cn/info/1411/8431.htm
2026-06-10,student_activity,学生活动,“华为杯”武汉大学第二十届研究生电子设计大赛选拔赛顺利举行,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,2026年5月29日，由武汉大学党委研究生工作部主办、物理科学与技术学院和电子信息学院承办的“华为杯”武汉大学第二十届研究生电子设计大赛技术赛选拔赛在物理科学与技术学院新楼顺利举行。比赛当天，各小组在物理学院...,0,0,https://eis.whu.edu.cn/info/1421/14041.htm
2026-06-05,student_activity,学生活动,启封时光，逐梦远航 ——我院举办2026届本科毕业生时光胶囊拆封暨师生座谈会,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,四年韶光落幕，学子奔赴新程。我院“启封时光，逐梦远航”2026届本科毕业生时光胶囊拆封暨师生座谈会于6月3日下午在B606会议室顺利举行。学院党委书记李德识、院长郑国兴、党委副书记李海波、副院长万显荣、班主任代...,0,0,https://eis.whu.edu.cn/info/1421/14031.htm
2026-06-04,student_activity,学生活动,2025级本科生心理健康主题教育顺利开展,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,2026年5月，武汉大学电子信息学院分层推进心理健康教育工作，先后组织开展心理健康主题班长团支书联席会、2025级本科生各班级班会，构建“骨干先行、全员覆盖”的心理育人格局， 心理健康主题班会“我好喜欢我自己”...,0,0,https://eis.whu.edu.cn/info/1421/14021.htm
2026-06-01,research_notice,科研通知,【国家自然科学基金】关于转发非集中期国家自然科学基金项目申报指南的通知（滚动更新）,filter,国家自然科学基金教师科研项目申报，非本科生机会,filter,3,True,,0,0,https://kfy.whu.edu.cn/system/resource/visitcode/visitcode.jsp?backUrl=aHR0cDovL2tmeS53aHUuZWR1LmNuL3h3eHF5LmpzcD91cmx0eXBlPW5ld3MuTmV3c0NvbnRlbnRVcmwmd2J0cmVlaWQ9MTAyNiZ3Ym5ld3NpZD0yMzMxMQ==
2026-06-01,student_notice,学工通知,武汉大学电子信息学院第二十六届学生会部门负责人招聘通知,keep,面向学生的学生组织岗位招聘,keep,3,True,全院各团支部： 为了深入贯彻团中央、教育部、全国学联《学联学生会组织改革方案》《关于推动高校学生会（研究生会）深化改革的若干意见》，支持和引导学生会更好地服务青年学生成长成才，决定面向全院全体本科生公开...,2,0,https://eis.whu.edu.cn/info/1411/8361.htm
2026-05-29,student_activity,学生活动,电信学院组织开展红十字救护员劳动教育实践培训,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为进一步提升校园安全保障能力，增强学生在突发情况下的自救互救意识和应急处置能力，推动形成“人人学急救、急救为人人”的校园安全文化，2026年5月23日，电子信息学院联合地球与空间科学技术学院、校医院、武昌区红...,0,0,https://eis.whu.edu.cn/info/1421/14011.htm
2026-05-29,student_activity,学生活动,以体育人，以赛同行——电子信息学院“信火杯”体育友谊赛圆满落幕！,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为深入推进五育并举，丰富校园体育文化建设，拓宽校际交流平台，武汉大学电子信息学院与华中科技大学电子信息与通信学院联合举办“信火杯”体育友谊赛。赛事覆盖排球、乒乓球、羽毛球、足球、篮球五大竞技项目，以多...,0,0,https://eis.whu.edu.cn/info/1421/14001.htm
2026-05-29,student_notice,学工通知,关于评选电子信息学院2026届毕业生“我心中的好导师”的通知,keep,学生可参与推荐和评选,keep,6,True,全院同学： 为深入落实立德树人根本任务，加强师德师风建设，选树师德优良、潜心育人的优秀教师典型，营造尊师重教的良好风尚，进一步激发全院教师教书育人的热情与担当，学院决定开展2026届毕业生“我心中的好导师”...,0,0,https://eis.whu.edu.cn/info/1411/8351.htm
2026-05-29,student_notice,学工通知,关于评选电子信息学院2026届“电信骄子”的通知,keep,学生荣誉评选，存在申请/推荐动作,keep,9,True,院全体同学： 为树立我院毕业生先进典型，充分发挥优秀学生的榜样示范作用，引导学生全面发展、积极进取、奋发有为，学院决定在2026届优秀毕业生中评选2026届“电信骄子”。现将具体事宜通知如下： 一、推荐时间 202...,1,0,https://eis.whu.edu.cn/info/1411/8341.htm
2026-05-26,student_activity,学生活动,探访前沿产业一线，勇担青年时代重任——23级卓工班赴杭州开展实地研学活动,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为深入学习贯彻习近平总书记五四重要回信精神，引导青年学子走出校园、走进产业前沿，在实践中感悟时代使命、锤炼过硬本领，5月21日至5月23日，武汉大学电子信息学院23级卓越工程师班的同学们由班主任邹炼老师和辅导...,0,0,https://eis.whu.edu.cn/info/1421/13991.htm
2026-05-25,student_activity,学生活动,喜报！我院胡英泽同学荣获“十大珞珈风云学子”称号,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,珞珈山下，青春激扬；榜样领航，聚力成长。2026年5月23日下午，武汉大学2025年度“十大珞珈风云学子”终选暨颁奖典礼顺利举行。经过前期推荐、评审与现场展示等环节，，我院2022级本科生胡英泽凭借扎实的专业能力、突...,0,0,https://eis.whu.edu.cn/info/1421/13981.htm
2026-05-24,student_activity,学生活动,学术导师面对面||电子信息学院本科生学术导师双选会顺利举行,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为进一步提高人才培养质量，充分发挥教师育人主导作用，夯实本科生科研基础、提升综合学术能力，武汉大学电子信息学院于5月21日下午，在于刚·宋晓楼A712报告厅开展“学术导师面对面”交流活动，面向2024级、2025级本...,0,0,https://eis.whu.edu.cn/info/1421/13971.htm
2026-05-24,student_activity,学生活动,喜报‖全校第一！我院获评体育总成绩优秀单位、阳光体育运动先进集体,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,5月14日，武汉大学2025-2026年度体坛盛典在卓尔体育馆隆重举行。电子信息学院一举斩获“体育运动总成绩优秀单位”（全校第一）和“阳光体育运动先进集体”两项重磅荣誉，充分体现了学院体育工作的扎实成效，生动诠释...,0,0,https://eis.whu.edu.cn/info/1421/13951.htm
2026-05-24,student_activity,学生活动,​  校友助力暖人心，精准指导促就业  ——我院联合上海校友会成功举办“一小时企业导师计划”活动,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为充分发挥校友资源优势，凝聚校友力量助力学子求职成长，5月21日晚，学院联合上海校友会成功举办“一小时企业导师计划”线上就业指导活动。本次活动汇聚上海校友会21位优秀校友导师，为学院30余名学子提供精准就业指...,0,0,https://eis.whu.edu.cn/info/1421/13961.htm
2026-05-19,general_notice,综合通知,武汉大学 “卓越芯火计划”（第十七期）报名通知,keep,正文明确面向即将升入大四的学生招生，存在报名动作和截止安排,keep,3,True,为缓解电子企业当前用人供需矛盾，根据教育部《关于实施卓越工程师教育培养计划的若干意见》及武汉大学《武汉大学非学历教育管理工作实施细则》相关文件要求，武汉大学电子信息学院（以下简称 “电信学院”）举办的第...,1,0,https://eis.whu.edu.cn/info/1261/1631.htm
2026-05-19,student_activity,学生活动,光影流转，舞随心动——电信学子在体育艺术舞蹈大赛斩获团体第一名,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,电子音效的律动中，追光交错的舞台上，图标流转的屏幕前，目光齐聚暗场，静候这场体育与艺术碰撞的视觉盛宴。节奏铿锵的鼓点中，光影交错的舞台上，万众瞩目的聚光下，舞者们挥洒汗水，为观众带来一场视觉盛宴。在一...,0,0,https://eis.whu.edu.cn/info/1421/13931.htm
2026-05-19,student_activity,学生活动,“引航计划”职业规划经验交流会顺利举办,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,2026年5月14日晚上6：30，电子信息学院“引航计划”职业规划经验交流会在信息学部一教123教室顺利召开。学院6位22级的学长学姐结合自身经历，面向考研、就业、考公三个方向，为学弟学妹们带来了真诚而深入的经验交流...,0,0,https://eis.whu.edu.cn/info/1421/13941.htm
2026-05-19,student_notice,学工通知,关于开展2024级、2025级本科生“学术导师面对面”活动的通知,keep,面向本科生的学术导师活动,keep,3,True,为进一步提高人才培养质量，充分发挥教师在学生培养中的主导作用，有效提升本科生的科研能力与学术水平，学院计划于召开“学术导师面对面”活动，具体活动安排如下：面向对象：2024级、2025级全体本科生时间：5月21日（本周四）16:30地点：于刚·宋晓楼A712报告厅“面对面”活动结束后，5月22日至5月25日，学生与学术导师进行双选，打印填写《附件2：电子信息学院学术导师双向选择表》，经学术导师签字确认后，将附件2拍照上传至在线问卷（...,2,1,https://eis.whu.edu.cn/info/1411/8421.htm
2026-05-14,general_notice,综合通知,关于实施《电子信息学院研究生党支部指导老师工作条例》的通知,filter,研究生党建内部制度，不属于本科生机会或事务,filter,0,True,全院各单位：电子信息学院党委会于2026年5月12日通过了《电子信息学院研究生党支部指导老师工作条例》（电信党字〔2026〕8号）（以下简称《条例》），《条例》自发布之日起开始实施。特此通知 附件：《电子信息...,1,0,https://eis.whu.edu.cn/info/1261/1621.htm
2026-05-14,general_notice,综合通知,关于公布电子信息学院首批“样板党支部”  培育创建单位名单的通知,filter,仅公布既有评选结果，无新的申请动作,filter,3,True,全院各单位：根据《关于开展武汉大学电子信息学院首批院级“样板党支部”培育创建工作的通知》（电信党字〔2026〕5号）安排，在各支部申报、资格审查、组织评审的基础上，经学院党委会研究，决定培育创建学院首批2个...,0,0,https://eis.whu.edu.cn/info/1261/1611.htm
2026-05-13,youth_league,共青团工作,关于公布武汉大学学生会第十七期“未来学院”电子信息学院分校结业学员及优秀学员名单的通知,filter,培训已经结束，仅公布结业及优秀名单,filter,1,True,全院本科生：在学院团委的悉心指导下，2025年11月-2026年5月，武汉大学电子信息学院团委学生会各部门、各团支部集中开办武汉大学学生会第十七期“未来学院”电子信息学院分校。目前，武汉大学学生会第十七期“未来学院”电子信息学院分校已圆满完成各项培训任务，兹有丁雨垚等160名同学顺利完成所学课程，考核成绩合格，予以结业。为表彰先进典型，凝聚奋进力量，经相关部门考核推荐、学院团委审核，决定授予丁雨垚等49名同学武汉大学第十七期“...,0,0,https://eis.whu.edu.cn/system/resource/visitcode/visitcode.jsp?backUrl=aHR0cDovL2Vpcy53aHUuZWR1LmNuL2NvbnRlbnQuanNwP3VybHR5cGU9bmV3cy5OZXdzQ29udGVudFVybCZ3YnRyZWVpZD0xNDQxJndibmV3c2lkPTY0ODIx
2026-05-12,student_activity,学生活动,武大电信学子勇夺2026年IEEE信号处理杯冠军,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,在刚刚落幕的第51届IEEE声学、语音与信号处理国际会议（ICASSP 2026）上传来喜讯：由我院黄公平教授指导，2023级4名本科生汤志翔、田衍欣、刘耕佑、邓咏怡和研究生朱瑜杰（学生导师）组成的“SuperZooooom”团队，在...,0,0,https://eis.whu.edu.cn/info/1421/13921.htm
2026-05-11,student_activity,学生活动,电子信息学院第二十六次学生代表大会顺利召开,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,2026年5月9日，武汉大学电子信息学院第二十六次学生代表大会在于刚·宋晓楼智莱报告厅顺利召开。本次大会回顾并总结了学院第二十五届学生会的工作，听取了学生代表提案等相关报告，选举产生了新一届学生会主席团成员。...,0,0,https://eis.whu.edu.cn/info/1421/13911.htm
2026-04-30,student_activity,学生活动,学院团委荣获2026年武汉大学“五四红旗团委工作进步奖”“共青团工作先进单位”,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,"4月28日上午，武汉大学2026年“青春接力担使命”五四主题活动暨共青团表彰大会顺利举行。我院团委凭借扎实的基层建设、鲜明的学科特色、精准的青年服务与丰硕的育人成果，荣获2026年武汉大学""五四红旗团委工作进步奖...",0,0,https://eis.whu.edu.cn/info/1421/13891.htm
2026-04-30,student_activity,学生活动,学院召开2025年度育人工作总结表彰大会,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,赓续初心育桃李，奋楫扬帆谱新篇。4月29日下午18：30，电子信息学院2025年度育人工作总结表彰大会在于刚 · 宋晓楼智莱报告厅顺利举行。武汉大学党委常委、副校长朱德友，党委学生工作部部长黄鑫，党委研究生工作部部...,0,0,https://eis.whu.edu.cn/info/1421/13901.htm
2026-04-28,general_notice,综合通知,关于召开学院2025年度育人工作总结表彰活动的通知,filter,正文邀请对象为全院教职工，且活动为总结表彰,filter,-5,True,全院教职工：为全面总结学院立德树人与协同育人工作成效，凝练优秀经验，表彰育人先进典型，充分发挥榜样示范引领作用，学院定于2026年4月29日（周三）晚18:30，在于刚·宋晓楼A712智莱报告厅召开学院2025年度育人工作...,0,0,https://eis.whu.edu.cn/info/1261/1601.htm
2026-04-28,student_activity,学生活动,党建引领聚合力，联学共建促成长——我院与华科大电信学院开展联合主题党日活动,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,4月25日下午，武汉大学电子信息学院本科生第二党支部、本科生第四党支部与华中科技大学电子信息与通信学院本科生2024级党支部联合开展主题党日活动，两校青年党员齐聚一堂，以学铸魂、以学增智、以学正风、以学促干。...,0,0,https://eis.whu.edu.cn/info/1421/13881.htm
2026-04-27,student_notice,学工通知,关于做好2026年上半年发展团员工作的通知,keep,本科生可按条件申请入团，含流程与材料,keep,3,True,学院各团支部： 为规范发展团员工作，保证新发展团员质量，保持和增强团员队伍先进性，根据《中国共产主义青年团章程》《中国共产主义青年团发展团员工作细则》（中青发〔2023〕13号）《关于新时代新征程加强和改进团...,5,0,https://eis.whu.edu.cn/info/1411/8331.htm
2026-04-27,youth_league,共青团工作,关于做好2026年上半年发展团员工作的通知,keep,本科生可按条件申请入团，含流程与材料,keep,3,True,学院各团支部：为规范发展团员工作，保证新发展团员质量，保持和增强团员队伍先进性，根据《中国共产主义青年团章程》《中国共产主义青年团发展团员工作细则》（中青发〔2023〕13号）《关于新时代新征程加强和改进团...,4,0,https://eis.whu.edu.cn/info/1441/11791.htm
2026-04-22,general_notice,综合通知,关于聘任万显荣等同志为研究生党支部党委联系人、党建导师的决定,filter,内部任命决定，无学生可执行事项,filter,0,True,全院各单位：为深入贯彻新时代党的建设总要求和党的教育方针，全面落实立德树人根本任务，健全研究生党支部建设保障体系，提升研究生党建与思想政治教育工作质效，经学院党委研究决定，聘任以下同志担任研究生党支部...,1,0,https://eis.whu.edu.cn/info/1261/1591.htm
2026-04-20,student_notice,学工通知,电子信息学院关于2026年学生劳动节放假安排的通知,keep,重要本科生教学与假期安排,keep,6,True,全院学生：根据学校《关于2026年劳动节期间教学安排调整的通知》，现将劳动节期间放假安排通知如下：一、时间安排2026年5月1日（周五）至5日（周二）劳动节放假调休，所有课程停上，共5天；5月9日，按5月5日（第10周周二）课表执行。二、严格执行请销假制度本科生离校必须在“智慧珞珈-离校申请”处提交离校申请，研究生离校必须在导师处请假。所有学生需按时返校并履行销假手续。本科生各班级于2026年5月5日晚18:00前清点返校人数，...,0,0,https://eis.whu.edu.cn/info/1411/8411.htm
2026-04-17,student_activity,学生活动,火炬杯再续荣光！电信男排勇夺冠军，女排斩获第七，双队齐创佳绩,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,4月16日，武汉大学2026年“火炬杯”排球赛事圆满收官，电子信息学院男女排捷报频传。男排连续九年闯入决赛，夺得八个冠军，女排荣获第七名，展现电信学子昂扬向上的体育风采和永不言弃的竞技精神！男排决赛对阵生命科...,0,0,https://eis.whu.edu.cn/info/1421/13871.htm
2026-04-17,student_activity,学生活动,武汉大学电子信息类2026届毕业生暨2027届实习生春季专场招聘会成功举办,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为全面落实党中央、国务院对高校毕业生就业创业工作的决策部署，促进我院毕业生更高质量更充分就业，精准搭建校企人才供需对接平台，2026年4月16日下午，武汉大学电子信息类2026届毕业生暨2027届实习生春季专场招聘会...,0,0,https://eis.whu.edu.cn/info/1421/13861.htm
2026-04-17,student_notice,学工通知,关于召开武汉大学电子信息学院第二十六次学生代表大会的预通知,keep,本科班级需选举代表并参与提案，存在明确行动,keep,0,True,学院全体本科生： 武汉大学电子信息学院第二十五届学生会在学院党委的正确领导下，在学院团委的悉心指导下，以马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会...,6,0,https://eis.whu.edu.cn/info/1411/8321.htm
2026-04-17,youth_league,共青团工作,电子信息学院团委2025年度团内评优拟推荐名单的公示,review,结果公示没有新申请，但异议期对相关学生重要,review,9,True,根据《关于申报2025年度“武汉大学优秀共青团员”“武汉大学优秀共青团干部”“武汉大学先进团支部”“武汉大学五四红旗团支部”的通知》要求，经个人申请、团支部推荐、院团委全委会讨论通过等，拟推荐周逸羽等40名...,2,2,https://eis.whu.edu.cn/info/1441/11781.htm
2026-04-16,academic_lecture,学术讲座,学术讲座公告---基于磁电偶极子的带内全双工天线去耦技术研究,keep,讲座预告包含未来时间、地点和报告主题，属于可参加事项,keep,5,True,报告时间：2026年4月21日（周二）上午10:00报告地点：武汉大学电子信息学院（于刚宋晓楼）B603会议室报告题目：基于磁电偶极子的带内全双工天线去耦技术研究主讲嘉宾：何业军 深圳大学 特聘教授邀 请 人：万显...,0,0,https://eis.whu.edu.cn/info/2471/54021.htm
2026-04-13,academic_lecture,学术讲座,学术讲座公告---通信感知一体化：理论极限、信号处理及决策优化,keep,讲座预告包含未来时间、地点和报告主题，属于可参加事项,keep,5,True,报告时间：2026年4月16日（周四）下午4:00报告地点：武汉大学电子信息学院（于刚宋晓楼）B603会议室报告题目：通信感知一体化：理论极限、信号处理及决策优化报 告 人：魏志强 教授邀 请 人...,0,0,https://eis.whu.edu.cn/info/2471/54011.htm
2026-04-13,student_notice,学工通知,关于推荐表彰2025年度电信芯榜样的通知,keep,学生荣誉推荐评选,keep,10,True,为表彰在学术科研、文体与社团活动、志愿服务与社会实践等方面成绩突出、有代表性的先进个人和集体，现将2025年度电信芯榜样（学生）申报推荐通知如下： 一、荣誉设置 （一） 学术科创类 （二） 文体与社团活动类 （...,2,0,https://eis.whu.edu.cn/info/1411/8311.htm
2026-04-11,student_notice,学工通知,关于组织研究生参加第九届中国研究生创“芯”大赛武汉大学选拔赛的通知,filter,明确仅面向研究生，不属于本科生范围,filter,6,True,各相关研究生培养单位： 中国研究生创“芯”大赛是由教育部学位管理与研究生教育司指导，中国学位与研究生教育学会、中国集成电路创新联盟共同主办的“中国研究生创新实践系列大赛”主题赛事之一。大赛旨在服务国家集...,3,0,https://eis.whu.edu.cn/info/1411/8291.htm
2026-04-11,student_notice,学工通知,关于组织研究生参加武汉大学第二十届研究生电子设计大赛暨第二十一届中国研究生电子设计竞赛校园选拔赛的通知,filter,明确仅面向研究生，不属于本科生范围,filter,8,True,各相关研究生培养单位： “中国研究生电子设计竞赛”（简称“研电赛”）由教育部学位管理与研究生教育司指导，中国学位与研究生教育学会、中国电子学会联合主办的“中国研究生创新实践系列大赛”主题赛事之一。武汉大...,6,3,https://eis.whu.edu.cn/info/1411/8301.htm
2026-04-10,general_notice,综合通知,关于开展武汉大学电子信息学院首批院级“样板党支部”培育创建工作的通知,review,含学生党支部申报机会，但行动主体是党支部而非普通学生,review,0,True,全院党支部：为深入学习贯彻习近平新时代中国特色社会主义思想，严格落实《中国共产党普通高等学校基层组织工作条例》，对标学校“样板党支部”培育创建工作，持续增强党支部政治功能和组织功能，夯实学院党建工作基...,2,0,https://eis.whu.edu.cn/info/1261/1581.htm
2026-04-10,student_notice,学工通知,电子信息学院2026届优秀本科毕业生拟推荐名单公示,review,结果公示没有新申请，但异议期对相关学生重要,review,10,True,根据学校《关于评选2026届优秀本科毕业生的通知》，经个人申请、班级评议、学院评审等环节，现将我院2026届优秀本科毕业生拟推荐名单公示（按姓氏笔画排序），见附件。 如对上述推荐结果有异议，请于4月14日17点前以...,1,0,https://eis.whu.edu.cn/info/1411/8281.htm
2026-04-10,youth_league,共青团工作,关于武汉大学电子信息学院2026年上半年团支部“推优入党”名单的公示(入党积极分子和发展对象候选人),review,名单公示包含本科生且有异议期，但无新的申请动作,review,3,True,学院各团支部：2026年4月，我院团委组织各年级团支部开展了“推优入党”工作。经团支部“推优”大会民主评议通过，共向党组织推荐146名符合条件的共青团员作为入党积极分子候选人，91名符合条件的入党积极分子作为发...,2,0,https://eis.whu.edu.cn/info/1441/11771.htm
2026-04-07,student_activity,学生活动,科创筑基，智启新程——电子信息学院2025级试点班开班仪式顺利举行,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,4月3日下午，电子信息学院2025级试点班开班仪式在于刚宋晓楼智莱报告厅隆重举行。电子信息学院党委书记李德识、副院长万显荣、教学管理办公室主任隋竹翠、学生工作办公室主任史诗阳、优秀院友代表宋阳、各试点班班主...,0,0,https://eis.whu.edu.cn/info/1421/13851.htm
2026-04-07,student_notice,学工通知,关于武汉大学电子信息学院第二十六届学生会主席团候选人报名推荐的通知,keep,本科生可报名或被推荐的学生组织岗位,keep,6,True,根据《普通高等学校学生（研究生）代表大会工作规定》（中青办联发〔2021〕3号）《武汉大学电子信息学院学生会章程》等文件要求，结合我院实际情况，拟定于2026年5月召开武汉大学电子信息学院第二十六次学生代表大会...,4,0,https://eis.whu.edu.cn/info/1411/8271.htm
2026-04-03,student_notice,学工通知,电子信息学院关于2026年学生清明节放假安排的通知,keep,重要本科生教学与假期安排,keep,3,True,全院学生： 根据学校《关于2026年清明节期间教学安排调整的通知》，现将清明节期间放假安排及相关通知如下： 一、时间安排 2026年清明节4月4日（周六）至6日（周一）放假，共3天。教学安排调整通知如下： 4月4日-6日...,0,0,https://eis.whu.edu.cn/info/1411/8261.htm
2026-03-30,student_activity,学生活动,聚焦学情促提升，协同发力共育人——我院学情分析座谈交流会顺利召开,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为深入了解学生学习需求，持续优化人才培养体系，我院于3月27日上午召开学情分析座谈交流会。学院党委书记李德识，党委副书记李海波，副院长万显荣，学院教学指导委员会代表贺赛先，教师代表张海剑、赵晨、周立青、茹...,0,0,https://eis.whu.edu.cn/info/1421/13801.htm
2026-03-30,student_activity,学生活动,第十三届“自强杯”大学生创业计划竞赛电子信息学院院内指导赛顺利举行,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为深入贯彻创新驱动发展战略，激发我院学子创新创业热情，选拔优质项目，武汉大学第十三届“自强杯”大学生创业计划竞赛电子信息学院院内指导赛于2026年3月27日下午在于刚宋晓楼B618顺利举办。本次大赛邀请学院郑宏教...,0,0,https://eis.whu.edu.cn/info/1421/13821.htm
2026-03-30,student_activity,学生活动,电子信息学院2025-2026学年团委学生会终期述职大会顺利举行,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,逐梦青春路，奋进正当时。为全面总结2025-2026学年学院团委学生会工作成果，查明问题不足，明确未来发展方向，凝聚团学工作新合力，2026年3月30日18:00，武汉大学电子信息学院2025-2026学年团委学生会终期述职大会在...,0,0,https://eis.whu.edu.cn/info/1421/13831.htm
2026-03-30,student_activity,学生活动,樱漫珞珈，志愿暖行——学院学生会圆满完成樱花开放期间志愿服务工作,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,春风轻拂，樱花烂漫。为维护樱花开放期间的校园秩序，营造温馨有序的校园赏樱氛围，电子信息学院学生会于3月21日至3月22日组织全体工作人员参与现场秩序维护与服务引导工作，以实际行动彰显电信青年的责任与担当。本...,0,0,https://eis.whu.edu.cn/info/1421/13841.htm
2026-03-30,student_activity,学生活动,倾听心声，共话新程——武汉大学电子信息学院院领导接待学生日顺利举行,filter,活动已经举行，正文为新闻回顾而非新的报名或申请机会,filter,-10,True,为切实回应学生关切，搭建师生沟通桥梁，3月27日上午11点，武汉大学电子信息学院院领导接待学生日在于刚宋晓楼B606顺利举办。学院党委书记李德识，党委副书记李海波、王蔡华，副院长万显荣、胡钰林、李仲阳，教学与实...,0,0,https://eis.whu.edu.cn/info/1421/13811.htm
2026-03-30,academic_lecture,学术讲座,"学术讲座公告---Physical-Layer Enablers of Future Wireless Networks: Security, Reconfigurable Propagation, and Cell-Free Architectures",keep,讲座预告包含未来时间、地点和报告主题，属于可参加事项,keep,5,True,"报告时间：2026年3月30日（周一）13：00报告地点：武汉大学电子信息学院于刚·宋晓楼A303会议室报告题目：Physical-Layer Enablers of Future Wireless Networks: Security, Reconfigurable Propagation, and Ce...",0,0,https://eis.whu.edu.cn/info/2471/54001.htm
